0,1,2,3
320.0,-12.7001673987276,-0.0486896417905361,1.20144479942931
321.0,-9.54139631247704,-0.130530400651458,-0.0827611312002979
322.0,-6.59260844640068,-0.201579457247964,-1.29654695620131
323.0,-3.9895233691473,-0.255283111557737,-2.38894638199279
324.0,-1.81960944329402,-0.287857674176353,-3.31991162760728
325.0,-0.123659694136123,-0.298245409496165,-4.06083008111807
326.0,1.09909570203846,-0.28780004534851,-4.59451510985525
327.0,1.88331428866111,-0.25976541414921,-4.91473139934204
328.0,2.28837505141644,-0.218625733516175,-5.02531662560108
329.0,2.38876726401958,-0.169412515396982,-4.93896520346031
330.0,2.26495652395584,-0.117050654682823,-4.6757478767188
331.0,1.99545757472631,-0.0658156057826453,-4.26144877988817
332.0,1.65061408158919,-0.0189565735944479,-3.72580537354719
333.0,1.28834718805288,0.0214811745433551,-3.1007370261054
334.0,0.951909288101708,0.0546271940128777,-2.41864666122041
335.0,0.66948262559357,0.080568973621264,-1.71087510937787
336.0,0.455307255460217,0.0999909257295682,-1.00637628558741
337.0,0.311921454882334,0.113732301161026,-0.330663657363759
338.0,0.233056320713885,0.122338877804265,0.294941011884738
339.0,0.206743391159961,0.125685557464604,0.853744646047567
340.0,0.218260069886911,0.122738655627163,1.33381187590513
341.0,0.252634748662107,0.111508431040368,1.72780913709901
342.0,0.296540879298778,0.089216764174097,2.03260235101022
343.0,0.339511167852264,0.052675117553237,2.24866195662292
344.0,0.374490549449134,-0.00116247475370856,2.37934295417529
345.0,0.397813741094739,-0.0745341735659896,2.43011725576024
346.0,0.408737146530218,-0.168177157531786,2.40783726574612
347.0,0.408677048755452,-0.280703343188336,2.32010083996509
348.0,0.400310110686481,-0.408142174036671,2.17477109123321
349.0,0.386681687886261,-0.543738106512924,1.9796843038469
350.0,0.370444765721094,-0.678068531941422,1.74255625402117
351.0,0.353319522955007,-0.799515762145672,1.47107104506329
352.0,0.335823064556311,-0.895086814275631,1.17311043240839
353.0,0.317275240884478,-0.951531618618894,0.857060885245032
354.0,0.296046694652671,-0.956669610801216,0.532123415436843
355.0,0.269985593603725,-0.900801393601572,0.208547467985862
356.0,0.236942484326384,-0.77806011469856,-0.102285833615323
357.0,0.195308174037278,-0.587549662225018,-0.387993308572779
358.0,0.144485668600586,-0.334125780586692,-0.63557249067764
359.0,0.0852304680361314,-0.0287017198474175,-0.832047000557911
360.0,0.0198107185298415,0.311999869098991,-0.965346530839439
361.0,-0.0480410479638376,0.66627584710272,-1.0253545508372
362.0,-0.113389554985037,1.00882189854967,-1.00502339148788
363.0,-0.170552007052252,1.31257391252008,-0.901433811154205
364.0,-0.213703830311759,1.55087070745931,-0.71666777512496
365.0,-0.237572300927842,1.69975632297024,-0.458369986939828
366.0,-0.23814103431307,1.74021521965063,-0.139893971081489
367.0,-0.213281361440273,1.66012818338515,0.220039135721668
368.0,-0.163229728968423,1.45575208263899,0.59819669309738
369.0,-0.0908442151788038,1.13256258969128,0.968180811528143
370.0,-0.0015963107631118,0.705352672627766,1.30218699508274
371.0,0.0967174145015224,0.197545522334985,1.57304980188883
372.0,0.194529381053288,-0.360248127114131,1.75641176144349
373.0,0.281278394376253,-0.932327979848596,1.83282639987217
374.0,0.34634390485736,-1.4804942035549,1.78959752652432
375.0,0.380052851570667,-1.96691730744469,1.62216822313215
376.0,0.374664661687359,-2.35704608576337,1.33490592829459
377.0,0.325237819386573,-2.62230467071881,0.941182166239893
378.0,0.230287721259932,-2.74234588324573,0.462709944924808
379.0,0.0921613909235489,-2.70666598985377,-0.0718296621845189
380.0,-0.0829201078560151,-2.51544184248808,-0.628774125355416
381.0,-0.285168920743137,-2.1795198725041,-1.17192291957986
382.0,-0.501870468414403,-1.71956114696323,-1.6652360374617
383.0,-0.718306149872288,-1.16442058160889,-2.07555861969786
384.0,-0.918879342431194,-0.548904473010622,-2.37513665401889
385.0,-1.08834459456471,0.0888973862597311,-2.54370545753685
386.0,-1.21303037512137,0.710475473203458,-2.56997186221553
387.0,-1.28194740235839,1.27971911512836,-2.4523674499744
388.0,-1.287686213615,1.7654593276465,-2.19901716743342
389.0,-1.22702785851273,2.14353573327426,-1.82693972292928
390.0,-1.10121831277044,2.39823429888125,-1.36056662903459
391.0,-0.915887565227529,2.52300189919967,-0.829727645462399
392.0,-0.680625347369675,2.52040948332366,-0.267294917768685
393.0,-0.408254721041561,2.40140113762274,0.293298779900375
394.0,-0.113870308971039,2.18392554990995,0.820452483721541
395.0,0.186272340382677,1.89109426070477,1.28650559328377
396.0,0.475918695510417,1.54904389198896,1.66940425107011
397.0,0.739930478822044,1.1846953601472,1.95381583453387
398.0,0.965265876797995,0.823601579330904,2.13163942632815
399.0,1.1417538537985,0.488057199917806,2.20192021808936
400.0,1.26261428050563,0.195611756322456,2.17023042626817
401.0,1.32470086511491,-0.0419150900352901,2.04762303573557
402.0,1.32846884025776,-0.218866157050978,1.84929404211333
403.0,1.27769119939735,-0.335626892142149,1.59310100497123
404.0,1.17896505523668,-0.397999099894658,1.29808088778177
405.0,1.04106303037053,-0.416153516446594,0.983091485813271
406.0,0.874192116659674,-0.403276183585419,0.66567139555231
